endDate,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,stockId,ticker
2017-12-31,,,133562000,1822000,133564000,29319000,351732000,127758000,127758000,,-68124000,,,,13000,574173000,446415000,222441000,5804000,,133549000,133564000,56582,PDM
2019-12-31,,,-171600000,,-149100000,234000000,918600000,234600000,234600000,,-300400000,,,,-22500000,5471000000,5236400000,4552400000,-406200000,,-149100000,-149100000,56583,AMC
2018-12-31,,,123700000,,110100000,180100000,1027200000,309300000,309300000,,-300800000,,,,13600000,5460800000,5151500000,4433600000,-185600000,,110100000,110100000,56583,AMC
2017-12-31,,,-333100000,,-487200000,133400000,880400000,208400000,208400000,,-274000000,,,,154100000,5079200000,4870800000,4198800000,-541500000,,-487200000,-487200000,56583,AMC
2016-12-31,,,149700000,,111700000,83700000,630400000,278500000,278500000,,-121500000,,,,38000000,3235900000,2957400000,2605500000,-128800000,,111700000,111700000,56583,AMC
2019-12-31,,,76040000,,49380000,475486000,882350000,219148000,219148000,,-78293000,,,,9190000,1762235000,1543087000,879885000,-143108000,-17470000,66850000,49380000,56584,CLGX
2018-12-31,,,168142000,,121864000,440414000,866949000,234539000,234539000,,-75551000,,,,45691000,1788378000,1553839000,921429000,-66397000,-587000,122451000,121864000,56584,CLGX
2017-12-31,,,167706000,,152162000,455342000,876266000,243118000,243118000,,-63356000,,,,18172000,1851117000,1607999000,974851000,-75412000,2628000,149534000,152162000,56584,CLGX
2016-12-31,,,164470000,,106550000,451202000,908620000,287727000,287727000,,-63392000,,,,54524000,1952557000,1664830000,1043937000,-123257000,-3396000,109946000,106550000,56584,CLGX
2020-03-31,,,282751000000,60296000000,212416000000,1638393000000,2245153000000,0,345325000000,261435000000,,,,,51768000000,2245153000000,1899828000000,0,-62574000000,,230983000000,212416000000,56585,SMFG
2019-03-31,,,831892000000,494123000000,553807000000,1716657000000,2888035000000,0,890826000000,280552000000,,,,,184306000000,2888035000000,1997209000000,0,-58934000000,,647586000000,553807000000,56585,SMFG
2018-03-31,,,1118976000000,1232980000000,769720000000,1834651000000,3274127000000,0,1134399000000,305077000000,,,,,229378000000,3274127000000,2139728000000,0,-15423000000,,889598000000,769720000000,56585,SMFG
2017-03-31,,,880352000000,1505001000000,635799000000,1791728000000,2973691000000,0,932978000000,248985000000,,,,,139766000000,2973691000000,2040713000000,0,-52626000000,,740586000000,635799000000,56585,SMFG
2019-12-31,,,113456000,59304000,80586000,42293000,265650000,62731000,62731000,2532000,-46958000,,,,39771000,617823000,555092000,352173000,50725000,,73685000,80586000,56586,EGO
2018-12-31,,,-466129000,63414000,-361884000,57350000,173061000,-367414000,-367414000,2038000,-3599000,,,,-86498000,459016000,826430000,285955000,-98715000,,-379631000,-361884000,56586,EGO
2017-12-31,,,792000,79940000,-9935000,69243000,193336000,35463000,35463000,-21761000,-3199000,,,,19383000,391406000,355943000,198070000,-34671000,-2797000.0,-18591000,-9935000,56586,EGO
2016-12-31,,,48698000,88786000,-344151000,54012000,221918000,72451000,72451000,1795000,-9757000,,,,56205000,432727000,360276000,210809000,-23753000,-339369000.0,-7507000,-344151000,56586,EGO
2020-12-31,399400000,,775800000,,625200000,708600000,2093800000,985800000,985800000,,-245900000,,,,150600000,4667900000,3682100000,2574100000,-210000000,,625200000,625200000,56587,SSNC
2019-12-31,382200000,,531700000,,438500000,713100000,2025600000,930300000,930300000,,-409600000,,,,93200000,4632900000,3702600000,2607300000,-398600000,,438500000,438500000,56587,SSNC
2018-12-31,305500000,,125100000,,103200000,513800000,1408800000,589500000,589500000,,-280100000,,,,21900000,3421100000,2831600000,2012300000,-464400000,,103200000,103200000,56587,SSNC
2017-12-31,153300000,,282700000,,328900000,238100000,788900000,397500000,397500000,,-108600000,,,,-46200000,1675300000,1277800000,886400000,-114800000,,328900000,328900000,56587,SSNC
2020-10-03,,,-14080000,-524000,-10577000,65983000,83075000,17925000,17925000,-833000,-7005000,,,,-3260000,381035000,363110000,297960000,-32005000,,-10820000,-10577000,56589,DLA
2019-09-28,,,8345000,-281000,8242000,70220000,85152000,16295000,16295000,-1363000,-7550000,,,,477000,431730000,415435000,346578000,-7950000,,7868000,8242000,56589,DLA
2018-09-29,,,11690000,93000,1337000,66969000,82021000,15052000,15052000,-1363000,-5713000,,,,10460000,395450000,380398000,313429000,-3362000,,1230000,1337000,56589,DLA
2017-09-30,,,11168000,93000,10511000,67408000,80722000,13314000,13314000,-1363000,-5011000,,,,657000,385082000,371768000,304360000,-2146000,,10511000,10511000,56589,DLA
2020-06-30,,,-14516000,,-14516000,1587000,14723000,13136000,13136000,,-2501000,,,,0,14723000,1587000,0,-27652000,,-14516000,-14516000,56590,PGP
2019-06-30,,,7989000,,7989000,1631000,14859000,13228000,13228000,,-3308000,,,,0,14859000,1631000,0,-5239000,,7989000,7989000,56590,PGP
2018-06-30,,,9719000,,9719000,1765000,14547000,12782000,12782000,,-2161000,,,,0,14547000,1765000,0,-3063000,,9719000,9719000,56590,PGP
2017-06-30,,,34471000,,34471000,2076000,15793000,13717000,13717000,,915000,,,,0,15793000,2076000,0,20754000,,34471000,34471000,56590,PGP
2019-12-31,,,1123636000,204753000,857801000,74830000,3595583000,1231093000,1231093000,2255826000,-99957000,,,,233435000,9040716000,7809623000,5445133000,-107457000,,890201000,857801000,56593,Y
2018-12-31,,,39592000,169762000,39539000,15732000,1749396000,130316000,130316000,1579309000,-90724000,,,,-15062000,6887160000,6756844000,5137764000,-90724000,,54654000,39539000,56593,Y
2017-12-31,,,36690000,106530000,90133000,46998000,1153281000,119760000,119760000,967104000,-83070000,,,,-63802000,6424655000,6304895000,5271374000,-83070000,,100492000,90133000,56593,Y
2016-12-31,,,647805000,74720000,456921000,42960000,1556602000,729404000,729404000,765226000,-81599000,,,,187141000,6131019000,5401615000,4574417000,-81599000,,460664000,456921000,56593,Y
2020-12-31,,,102780000,,70457000,174105000,321308000,134370000,134370000,,-6233000,,,,30123000,1049497000,915127000,728189000,-31590000,,72657000,70457000,56595,WDR
2019-12-31,,,158383000,19205000.0,114992000,176498000,354860000,158533000,158533000,,-6195000,,,,41418000,1070315000,911782000,715455000,-150000,,116965000,114992000,56595,WDR
2018-12-31,,,238292000,11463000.0,183588000,191243000,440140000,223248000,223248000,,-6461000,,,,55480000,1160301000,937053000,720161000,15044000,,182812000,183588000,56595,WDR
2017-12-31,,,245577000,14509000.0,141279000,211349000,453604000,221272000,221272000,,-11279000,,,,101368000,1157144000,935872000,703540000,24305000,,144209000,141279000,56595,WDR
2017-12-31,,,-41260,,-41260,365215,0,-365215,-365215,,,,,,0,0,365215,0,323955,,-41260,-41260,56597,BCACU
2016-12-31,,,-7204,,-7204,7204,0,-7204,-7204,,,,,,0,0,7204,0,0,,-7204,-7204,56597,BCACU
2019-12-31,,,-69075000,662000,-58491000,59586000,160741000,-22903000,-22903000,290000,-27383000,,,,-10741000,527555000,550458000,366814000,-46172000,,-58334000,-60340000,56598,CVEO
2018-12-31,,,-113212000,662000,-82243000,59836000,135278000,-51194000,-51194000,790000,-26258000,,,,-31365000,466692000,517886000,331414000,-62018000,,-81847000,-131832000,56598,CVEO
2017-12-31,,,-118744000,117000,-105713000,61131000,125018000,-64067000,-64067000,1511000,-21439000,,,,-13490000,382276000,446343000,257258000,-54677000,,-105254000,-105713000,56598,CVEO
2016-12-31,,,-115932000,523000,-96388000,55297000,137580000,-49631000,-49631000,612000,-22667000,,,,-20105000,397230000,446861000,259650000,-66301000,,-95827000,-96388000,56598,CVEO
2019-12-31,,,28111000,222045000,18307000,427923000,517892000,88850000,88850000,,-59691000,,,,13051000,8170191000,8081341000,7652299000,-60739000,,15060000,18307000,56600,ANDE
2018-12-31,,,53156000,46442000,41484000,251372000,302005000,50633000,50633000,,-27848000,,,,11931000,3045382000,2994749000,2743377000,2523000,,41225000,41484000,56600,ANDE
2017-12-31,,,-20525000,7697000,42511000,286993000,318799000,31806000,31806000,,-21567000,,,,-63134000,3686345000,3654539000,3367546000,-52331000,,42609000,42510000,56600,ANDE
2016-12-31,,,21381000,16336000,11594000,316093000,345506000,29413000,29413000,,-21119000,,,,6911000,3924790000,3895377000,3579284000,-8032000,,14470000,11585000,56600,ANDE
2020-02-01,,,1981000000,-29000000,1659000000,22577000000,27846000000,2620000000,2620000000,,-603000000,,,,469000000,122286000000,119666000000,94440000000,-639000000,,1512000000,1640000000,56601,KR
2019-02-02,,,3978000000,-51000000,3110000000,22359000000,27501000000,2677000000,2677000000,,-620000000,,,,900000000,121852000000,119175000000,94351000000,1301000000,,3078000000,3076000000,56601,KR
2018-02-03,,,1484000000,-26000000,1907000000,23290000000,28176000000,2450000000,2450000000,,-601000000,,,,-405000000,123280000000,120830000000,95104000000,-966000000,,1889000000,1890000000,56601,KR
2017-01-28,,,2914000000,12000000,1975000000,20750000000,26552000000,3462000000,3462000000,,-522000000,,,,957000000,115337000000,111875000000,88785000000,-548000000,,1957000000,1959000000,56601,KR
2020-12-31,,,22702000,,18394000,,83862000,0,28667000,55195000,,,,,4308000,83862000,55195000,0,-5965000,,18394000,18394000,56603,ACNB
2019-12-31,,,29366000,,23721000,39150000.0,76987000,0,31795000,6042000,,,,,5645000,76987000,45192000,0,-2429000,,23721000,23721000,56603,ACNB
2018-12-31,,,26720000,,21748000,37463000.0,71371000,0,28230000,5678000,,,,,4972000,71371000,43141000,0,-1510000,,21748000,21748000,56603,ACNB
2017-12-31,,,16422000,,9788000,33112000.0,60501000,0,22424000,4965000,,,,,6634000,60501000,38077000,0,-6002000,,9788000,9788000,56603,ACNB
2019-12-31,320402000,,-563899000,9391000,-537929000,464054000,249191000,-535265000,-535265000,,-54946000,,,,-27010000,326552000,861817000,77361000,-28634000,,-536889000,-537929000,56605,GSUM
2018-12-31,533586000,,-537710000,8351000,-521325000,348465000,330380000,-551671000,-551671000,,-35215000,,,,-15165000,431247000,982918000,100867000,13961000,,-522545000,-521325000,56605,GSUM
2017-12-31,257921000,,-234849000,10003000,-238996000,336156000,374893000,-219184000,-219184000,,-5430000,,,,4275000,469533000,688717000,94640000,-15665000,,-239124000,-238996000,56605,GSUM
2016-12-31,160387000,,-83826000,331000,-98574000,227889000,308116000,-80160000,-80160000,,-614000,,,,14801000,363823000,443983000,55707000,-3666000,,-98627000,-128289000,56605,GSUM
2020-12-31,,,-1818000000,,-1307000000,101000000,-784000000,-1712000000,-1712000000,407000000,-87000000,,,,-511000000,3566000000,5278000000,4350000000,-106000000,,-1307000000,-1307000000,56609,ALK
2019-12-31,,,1016000000,,769000000,313000000,2491000000,1071000000,1071000000,684000000,-63000000,,,,247000000,8781000000,7710000000,6290000000,-55000000,,769000000,769000000,56609,ALK
2018-12-31,,,585000000,,437000000,326000000,2202000000,793000000,793000000,685000000,-73000000,,,,148000000,8264000000,7471000000,6062000000,-208000000,,437000000,437000000,56609,ALK
2017-12-31,,,1159000000,,960000000,368000000,2626000000,1324000000,1324000000,562000000,-86000000,,,,199000000,7894000000,6570000000,5268000000,-165000000,,960000000,960000000,56609,ALK
2020-06-27,193600000,,94000000,,28700000,346500000,699900000,92000000,92000000,,-33700000,,,,65300000,1136300000,1044300000,436400000,2000000,,28700000,28700000,56610,VIAV
2019-06-29,187000000,,39300000,,5400000,349400000,686300000,77400000,77400000,,-34300000,,,,31500000,1130300000,1052900000,444000000,-38100000,-2400000.0,7800000,5400000,56610,VIAV
2018-06-30,133300000,,-35700000,,-48600000,323900000,528800000,23900000,23900000,,-47300000,,,,12900000,875700000,851800000,346900000,-59600000,-2400000.0,-48600000,-48600000,56610,VIAV
2017-07-01,136300000,,180000000,,160200000,300100000,495700000,31000000,31000000,,-43200000,,,,21400000,805000000,774000000,309300000,149000000,1600000.0,158600000,160200000,56610,VIAV
2019-12-31,3692000,,-17736000,,-17736000,16610000,2597000,-17705000,-17705000,,-31000,,,,0,7559000,25264000,4962000,-31000,,-17736000,-20891000,56611,DRIO
2018-12-31,3676000,,-17803000,,-17803000,15777000,1765000,-17688000,-17688000,,-31000,,,,0,7394000,25082000,5629000,-115000,,-17803000,-18296000,56611,DRIO
2017-12-31,3297000,,-15743000,,-15743000,12433000,1311000,-14419000,-14419000,,-31000,,,,0,5170000,19589000,3859000,-1324000,,-15743000,-15998000,56611,DRIO
2016-12-31,2154000,,-10887000,,-10887000,8117000,-561000,-10832000,-10832000,,-31000,,,,0,2803000,13635000,3364000,-55000,,-10887000,-11607000,56611,DRIO
2019-12-31,,,63517000,,46514000,272180000,335945000,63765000,63765000,,-248000,,,,17003000,939351000,875586000,603406000,-248000,,46514000,46504000,56612,UVE
2018-12-31,,,152873000,,117051000,262642000,409361000,146719000,146719000,,-346000,,,,35822000,823816000,677097000,414455000,6154000,,117051000,117041000,56612,UVE
2017-12-31,,,170484000,,106935000,230656000,401488000,170832000,170832000,,-348000,,,,63549000,751916000,581084000,350428000,-348000,,106935000,106925000,56612,UVE
2016-12-31,,,162883000,,99410000,220756000,384060000,163304000,163304000,,-421000,,,,63473000,685289000,521985000,301229000,-421000,,99410000,99400000,56612,UVE
2020-12-31,,,380000000,279000000,279000000,1789000000,3859000000,783000000,783000000,,-416000000,,,,72000000,11359000000,10576000000,7500000000,-403000000,,308000000,279000000,56613,IQV
2019-12-31,,,343000000,260000000,191000000,1711000000,3788000000,875000000,875000000,,-447000000,,,,116000000,11088000000,10213000000,7300000000,-532000000,,227000000,191000000,56613,IQV
2018-12-31,,,343000000,240000000,259000000,1692000000,3666000000,833000000,833000000,,-414000000,,,,59000000,10412000000,9579000000,6746000000,-490000000,,284000000,259000000,56613,IQV
2017-12-31,,,304000000,249000000,1277000000,1605000000,3401000000,785000000,785000000,,-346000000,,,,-992000000,9702000000,8917000000,6301000000,-481000000,,1296000000,1277000000,56613,IQV
2020-10-31,,,26070000,62071000,22183000,11016000,84467000,44969000,44969000,-705000,-13508000,,,,0,127473000,82504000,43006000,-18899000,,26070000,8533000,56614,UBP
2019-10-31,,,41613000,77876000,37280000,9751000,92850000,55390000,55390000,-221000,-14102000,,,,0,138364000,82974000,45514000,-13777000,,41613000,22128000,56614,UBP
2018-10-31,,,42183000,78258000,37467000,9567000,89610000,51811000,51811000,-95000,-13678000,,,,0,133012000,81201000,43402000,-9628000,,42183000,25217000,56614,UBP
2017-10-31,,,55432000,81361000,52933000,9504000,83490000,49323000,49323000,-2432000,-12981000,,,,0,123185000,73862000,39695000,6109000,,55432000,33898000,56614,UBP
2019-12-31,,,10189000,,7796000,10204000,32691000,14844000,14844000,,-5271000,,,,2393000,62766000,47922000,30075000,-4655000,,7796000,7796000,56617,OTEL
2018-12-31,,,12212000,,9467000,10451000,35476000,17793000,17793000,,-5844000,,,,2745000,66068000,48275000,30592000,-5581000,,9467000,9467000,56617,OTEL
2017-12-31,,,4259000,,12115000,10147000,37131000,19607000,19607000,,-13249000,,,,-7856000,68526000,48919000,31395000,-15348000,,12115000,12115000,56617,OTEL
2016-12-31,,,8804000,,5146000,10234000,37069000,18813000,18813000,,-10634000,,,,3658000,68944000,50131000,31875000,-10009000,,5146000,5146000,56617,OTEL
2020-09-25,239045000,,239715000,5762000,231363000,555686000,1015294000,220563000,220563000,,-186000,,,,8096000,1161792000,941229000,146498000,19152000,,231619000,231363000,56618,DLB
2019-09-27,237871000,,282307000,5679000,255151000,549260000,1080766000,293635000,293635000,,-170000,,,,26802000,1241620000,947985000,160854000,-11328000,,255505000,255151000,56618,DLB
2018-09-28,236794000,,196374000,6567000,41746000,507185000,927038000,183059000,183059000,,-198000,,,,154069000,1054600000,871541000,127562000,13315000,,42305000,41746000,56618,DLB
2017-09-29,233312000,,255145000,7100000,206481000,468347000,961648000,259989000,259989000,,-127000,,,,48039000,1080177000,820188000,118529000,-4844000,,207106000,206481000,56618,DLB
2020-12-31,,,37000000,1150000000,-552000000,33000000,1186000000,870000000,870000000,,-214000000,,,,269000000,1430000000,560000000,244000000,-833000000,,-232000000,-552000000,56619,BIPC
2019-12-31,,,842000000,1623000000,197000000,30000000,1375000000,1037000000,1037000000,,-156000000,,,,272000000,1619000000,582000000,244000000,-195000000,,570000000,197000000,56619,BIPC
2018-12-31,,,815000000,1787000000,202000000,24000000,1325000000,982000000,982000000,,-127000000,,,,234000000,1561000000,579000000,236000000,-167000000,,581000000,202000000,56619,BIPC
2017-12-31,,,753000000,3298000000,207000000,25000000,1128000000,840000000,840000000,,-71000000,,,,176000000,1323000000,483000000,195000000,-87000000,,577000000,207000000,56619,BIPC
2020-02-01,,,82435000,,61384000,966028000,1063115000,97113000,97113000,-26000,-3339000,,,,20678000,2197066000,2099953000,1133951000,-14678000,-373000,61757000,61384000,56620,GCO
2019-02-02,,,78259000,,-51930000,961696000,1047056000,85397000,85397000,-37000,-4115000,,,,27035000,2188553000,2103156000,1141497000,-7138000,-103154000,51224000,-51930000,56620,GCO
2018-02-03,,,68989000,1530000.0,-111839000,929209000,1011383000,82201000,82201000,-27000,-5420000,,,,32281000,2127547000,2045346000,1116164000,-13212000,-148547000,36708000,-111839000,56620,GCO
2017-01-28,,,112758000,1468000.0,97431000,878242000,975919000,97708000,97708000,-31000,-5294000,,,,39876000,2020831000,1923123000,1044912000,15050000,24549000,72882000,97431000,56620,GCO
2020-01-31,238400000,,505700000,4100000,371400000,644700000,1454000000,570300000,570300000,600000,-78500000,,,,135100000,6052700000,5482400000,4598700000,-64600000,,370600000,371400000,56622,DOOO
2019-01-31,221700000,,328900000,5200000,227000000,554600000,1253400000,476500000,476500000,600000,-65000000,,,,101600000,5243800000,4767300000,3990400000,-147600000,,227300000,227000000,56622,DOOO
2018-01-31,198600000,,376600000,5000000,238900000,460400000,1045100000,385100000,385100000,1000000,-47200000,,,,137500000,4452500000,4067400000,3407400000,-8500000,,239100000,238900000,56622,DOOO
2017-01-31,184100000,,327100000,4600000,257200000,452100000,1008900000,373200000,373200000,-500000,-52300000,,,,70100000,4171500000,3798300000,3162600000,-46100000,,257000000,257200000,56622,DOOO
2020-12-31,,,76257000,,57603000,128632000,234396000,0,85665000,20099000,,,,,18654000,234396000,148731000,0,-9408000,,57603000,57603000,56624,CLBK
2019-12-31,,,71082000,,54717000,113282000,199783000,0,74732000,11769000,,,,,16365000,199783000,125051000,0,-3650000,,54717000,54717000,56624,CLBK
2018-12-31,,,33659000,,22736000,103129000,179045000,0,70319000,5597000,,,,,10923000,179045000,108726000,0,-71427000,,22736000,22736000,56624,CLBK
2017-12-31,,,44831500,,24247500,85886500,150304000,0,49736000,14681500,,,,,20584000,150304000,100568000,0,-8413500,,24247500,24247500,56624,CLBK
2019-12-31,7285000,,-19373000,,-19292000,9923000,0,-17208000,-17208000,,,,,,-81000,0,17208000,0,-2165000,,-19292000,-27951000,56625,SLS
2018-12-31,8767000,,-29048000,,-27670000,13272000,0,-22039000,-22039000,,-266000.0,,,,-1378000,0,22039000,0,-7009000,,-27670000,-41251000,56625,SLS
2017-12-31,6067000,,-23501000,,-23754000,9389000,0,-15456000,-15456000,,-462000.0,,,,253000,0,15456000,0,-8045000,,-23754000,-24429000,56625,SLS
2016-12-31,11395000,,-17680000,,-17681000,4593000,0,-15988000,-15988000,,-1166000.0,,,,1000,0,15988000,0,-1692000,,-17681000,-17681000,56625,SLS
2019-12-31,,,-51000000,,-51000000,20817000,-33725000,-54542000,-54542000,,,,,,0,20492000,75034000,54217000,3542000,,-51000000,-51000000,56626,SRRK
2018-12-31,,,-49326000,,-49326000,14382000,-36310000,-50692000,-50692000,,,,,,0,0,50692000,36310000,1366000,,-49326000,-49326000,56626,SRRK
2017-12-31,,,-24995000,,-24995000,5085000,-19944000,-25029000,-25029000,,,,,,0,0,25029000,19944000,34000,,-24995000,-24995000,56626,SRRK
2016-12-31,,,-16207000,,-16207000,4112000,-12098000,-16210000,-16210000,,-42000.0,,,,0,379000,16589000,12477000,3000,,-16207000,-16207000,56626,SRRK
2019-12-31,16306000,,-19209000,,-19243000,3313000,436000,-19183000,-19183000,,-21000,,,,34000,4796000,23979000,4360000,-26000,,-19243000,-23271000,56627,ALXO
2018-12-31,11270000,,-13686000,,-13731000,2601000,187000,-13684000,-13684000,,-21000,,,,45000,2067000,15751000,1880000,-2000,,-13731000,-17402000,56627,ALXO
2020-12-31,,,7420000,,7482000,7676000,13322000,2600000,2600000,,-35000,,,,-62000,38543000,35943000,25221000,4820000,,7482000,7482000,56628,DVD
2019-12-31,,,7286000,,5500000,8462000,17722000,6079000,6079000,,-35000,,,,1786000,45963000,39884000,28241000,1207000,,5500000,5413000,56628,DVD
2018-12-31,,,9067000,,6889000,8430000,18944000,7229000,7229000,,-62000,,,,2178000,47016000,39787000,28072000,1838000,,6889000,6778000,56628,DVD
2017-12-31,,,6537000,,8426000,8509000,19173000,7284000,7284000,,-169000,,,,-1889000,46742000,39458000,27569000,-747000,,8426000,8293000,56628,DVD
2019-12-31,1905504,,-10853435,52777,-10767523,5432807,622526,-7762145,-7762145,,-777196,,,,0,22194348,29956493,21571822,-3091290,,-10853435,-10767523,56629,CBAT
2018-12-31,2481038,,-1957482,11977,-1943177,6578476,-3298597,-12520599,-12520599,,-1013457,,,,0,24433304,36953903,27731901,10563117,,-1957482,-1943177,56629,CBAT
2017-12-31,1738767,,-21467341,11977,-21467341,7545668,-10195472,-20205282,-20205282,,-87819,,,,0,58375399,78580681,68570871,-1262059,,-21467341,-21467341,56629,CBAT
2016-12-31,1571337,,-12113405,11977,-12713918,8594730,-2045991,-12256919,-12256919,,153,,,,600513,8369371,20626290,10415362,143514,,-12713918,-12713918,56629,CBAT
2020-12-31,,,-13346000,,-16991000,42612000,76116000,0,25661000,7843000,,,,,3645000,76116000,50455000,0,-39007000,,-16991000,-16991000,56630,HBMD
2019-12-31,,,22073000,,16881000,47739000,85401000,0,30840000,6822000,,,,,5192000,85401000,54561000,0,-8767000,,16881000,16881000,56630,HBMD
2018-12-31,,,-4725000,,-3828000,51470000,78387000,0,18148000,8769000,,,,,-897000,78387000,60239000,0,-22873000,,-3828000,-3828000,56630,HBMD
2017-12-31,,,10352000,,7200000,35964000,55552000,0,12729000,6859000,,,,,3152000,55552000,42823000,0,-2377000,,7200000,7200000,56630,HBMD
2019-12-31,,,8979258000,14873767000,4722139000,24462202000,42766819000,17828113000,17828113000,476504000,-10402021000,,,,2776445000,101492181000,83664068000,58725362000,-8848855000,,6202813000,4722139000,56631,TV
2018-12-31,,,12005774000,15013771000,6009414000,24752791000,43443065000,17883625000,17883625000,806649000,-9449687000,,,,4390504000,101282333000,83398708000,57839268000,-5877851000,,7615270000,6009414000,56631,TV
2017-12-31,,,10851642000,13995150000,4524496000,24110146000,40739682000,15731626000,15731626000,897910000,-9151191000,,,,4274120000,94274235000,78542609000,53534553000,-4879984000,,6577522000,4524496000,56631,TV
2016-12-31,,,8205589000,12492484000,3721406000,24174092000,43909573000,18328258000,18328258000,1407223000,-8497919000,,,,2872235000,96287363000,77959105000,52377790000,-10122669000,,5333354000,3721406000,56631,TV
2019-12-31,,,92889000,,70714000,44406000,124928000,80522000,80522000,,-5765000,,,,21840000,948424000,867902000,823496000,12367000,-335000,71049000,70714000,56632,CBZ
2018-12-31,,,79840000,,61570000,39173000,131720000,92547000,92547000,,-6645000,,,,18267000,922003000,829456000,790283000,-12707000,-3000,61573000,61570000,56632,CBZ
2017-12-31,,,74320000,,50377000,33295000,99756000,66461000,66461000,,-6675000,,,,23288000,855340000,788879000,755584000,7859000,-655000,51032000,50377000,56632,CBZ
2016-12-31,,,67006000,,40065000,36319000,102106000,65787000,65787000,,-6593000,,,,26399000,799832000,734045000,697726000,1219000,-542000,40607000,40065000,56632,CBZ
2020-12-31,,,2120000000,,1737000000,4480000000,7012000000,2460000000,2460000000,,-236000000,,,,383000000,20523000000,18063000000,13511000000,-340000000,,1737000000,1716000000,56633,HIG
2019-12-31,,,2560000000,,2085000000,4472000000,7642000000,3013000000,3013000000,91000000.0,-255000000,,,,475000000,20736000000,17723000000,13094000000,-453000000,,2085000000,2064000000,56633,HIG
2018-12-31,,,1753000000,,1807000000,4234000000,6376000000,2074000000,2074000000,91000000.0,-268000000,,,,268000000,18925000000,16851000000,12549000000,-321000000,322000000.0,1485000000,1801000000,56633,HIG
2017-12-31,,,723000000,,-3131000000,4546000000,5579000000,1019000000,1019000000,91000000.0,-279000000,,,,985000000,17125000000,16106000000,11546000000,-296000000,-2869000000.0,-262000000,-3131000000,56633,HIG
2019-12-31,,,52435000,,39364000,63840000,151586000,71814000,71814000,,-18971000,,,,13071000,658385000,586571000,506799000,-19379000,,39364000,39364000,56634,NESR
2018-12-31,,,76133156,67000.0,60245153,62922868,170453171,91462301,91462301,,-24656576,,,,16167431,597582957,506120656,427129785,-15329146,,59965724,60245153,56634,NESR
2017-12-31,,,-3124397,67000.0,-3124397,4597952,0,-4597952,-4597952,,-24656576,,,,0,0,4597952,0,1473554,,-3124397,-4201115,56634,NESR
2020-12-31,,,667000000,,609000000,,3460000000,716000000,716000000,2317000000,-49000000,,,,58000000,3460000000,2744000000,0,-49000000,,609000000,608000000,56635,RACE
2019-12-31,699211000.0,,875364000,5998000.0,695818000,343179000.0,1961305000,917385000,917385000,1530000,-39746000,,,,176656000,3766615000,2849230000,1805310000,-42021000,,698708000,695818000,56635,RACE
2018-12-31,643038000.0,,802944000,5117000.0,784678000,327341000.0,1795965000,822108000,822108000,3478000,-25685000,,,,16317000,3420321000,2598213000,1624356000,-19164000,,786627000,784678000,56635,RACE
2017-12-31,657119000.0,,746156000,5258000.0,535393000,329065000.0,1766030000,770394000,770394000,9452000,-35697000,,,,208760000,3416890000,2646496000,1650860000,-24238000,,537396000,535393000,56635,RACE
2020-01-31,31558000,,40034000,21302000,35196000,53419000,124159000,39182000,39182000,,-21000,,,,5421000,382530000,343348000,258371000,852000,,34613000,35196000,56636,RAVN
2019-01-31,26174000,,61570000,2000,51794000,46918000,133257000,60165000,60165000,,-21000,,,,9697000,406668000,346503000,273411000,1405000,,51873000,51794000,56636,RAVN
2018-01-31,16936000,,58986000,2000,41022000,45200000,122022000,59886000,59886000,,-21000,,,,17967000,377317000,317431000,255295000,-900000,,41019000,41022000,56636,RAVN
2017-01-31,16312000,,27853000,5000,20191000,33378000,80504000,30814000,30814000,,-21000,,,,7661000,277395000,246581000,196891000,-2961000,,20192000,20191000,56636,RAVN
2019-12-31,9738819,,-34470677,514828,-34054828,24810712,0,-34603880,-34603880,,,,,,0,0,34603880,0,133203,,-34470677,-34079991,56638,BSGM
2018-12-31,4368784,,-17251317,514828,-17251317,12881027,0,-17262214,-17262214,,,,,,0,0,17262214,0,10897,,-17251317,-18136053,56638,BSGM
2017-12-31,4756468,,-12695743,514828,-12695743,8138117,0,-12906283,-12906283,,,,,,0,0,12906283,0,210540,,-12695743,-12815620,56638,BSGM
2016-12-31,2654501,,-11587187,514828,-11587187,8499304,0,-11164280,-11164280,,,,,,0,0,11164280,0,-422907,,-11587187,-11697210,56638,BSGM
2019-12-31,,,4477531000000,1921700000000,3117351000000,6513616000000,12010078000000,0,4503117000000,993345000000,,,,,1262964000000,12609597000000,8106480000000,599519000000,-25586000000,,3214567000000,3117351000000,56643,CIB
2018-12-31,,,3615870000000,1806305000000,2658864000000,6078359000000,10419739000000,0,3381207000000,960173000000,,,,,829435000000,11005116000000,7623909000000,585377000000,234663000000,,2786435000000,2658864000000,56643,CIB
